ENSG00000187682.1	-874.5165471600279
ENSG00000211924.1	-899.2815766776248
ENSG00000251039.2	-904.8708964048737
ENSG00000253691.2	-910.749111447109
ENSG00000131096.9	-917.8929827677973
ENSG00000243063.1	-927.2307826264114
ENSG00000211658.2	-928.1426960336275
ENSG00000211598.2	-928.4810369424825
ENSG00000251546.1	-929.0816910050826
ENSG00000138755.5	-929.3339941205488
ENSG00000168394.10	-929.4457590087222
ENSG00000211653.2	-929.7594034373562
ENSG00000105369.8	-929.9322304885309
ENSG00000211667.2	-930.2548961832878
ENSG00000211937.3	-930.6808348048957
ENSG00000211592.5	-930.9829196963643
ENSG00000211965.3	-931.0269197780008
ENSG00000211639.2	-931.0454063426538
ENSG00000275385.1	-931.3523687596457
ENSG00000156738.16	-931.371828639011
ENSG00000211896.5	-931.5237145309709
ENSG00000211677.2	-932.0266863515158
ENSG00000211959.2	-932.1951456009477
ENSG00000143549.18	-932.2314584234812
ENSG00000140105.16	-932.4196622210627
ENSG00000270550.1	-932.4456812372592
ENSG00000145050.14	-932.5707957463467
ENSG00000244116.3	-932.6323109381822
ENSG00000265354.3	-932.9582418528203
ENSG00000198843.11	-933.0219599795055
ENSG00000172551.9	-933.0476175056588
ENSG00000002726.18	-933.0500512906974
ENSG00000104472.8	-933.054498026846
ENSG00000211679.2	-933.0704491061827
ENSG00000211966.2	-933.3570707522176
ENSG00000100994.10	-933.4463972475446
ENSG00000115415.17	-933.4658472769507
ENSG00000211905.1	-933.5458375959686
ENSG00000211663.2	-933.6046020701523
ENSG00000240065.6	-933.6483040570306
ENSG00000211666.2	-933.699152916902
ENSG00000211938.2	-933.7621161517043
ENSG00000240382.3	-933.7889873920237
ENSG00000204264.7	-933.7928882437161
ENSG00000168374.9	-933.8448502482383
ENSG00000234851.4	-933.8923066682084
ENSG00000242371.1	-933.9383505718785
ENSG00000137198.8	-933.9599045545775
ENSG00000132465.9	-934.0437904007001
ENSG00000134531.8	-934.0472935792494
ENSG00000179950.12	-934.062055553572
ENSG00000105202.6	-934.0654586283413
ENSG00000211640.3	-934.0745809325244
ENSG00000145423.4	-934.0955273413971
ENSG00000254709.5	-934.1047685671151
ENSG00000198258.9	-934.1719267965384
ENSG00000109113.16	-934.1820384386539
ENSG00000128228.4	-934.24905168492
ENSG00000211593.2	-934.2586877821979
ENSG00000164120.12	-934.2626381914637
ENSG00000280411.1	-934.3061383461884
ENSG00000219451.3	-934.3173274168541
ENSG00000189143.9	-934.3696381413606
ENSG00000218582.2	-934.3757026867937
ENSG00000169813.15	-934.4098467272061
ENSG00000244575.3	-934.4270713611166
ENSG00000116752.5	-934.4911186343917
ENSG00000132591.10	-934.5296182254434
ENSG00000211669.2	-934.586721568045
ENSG00000169442.7	-934.6571165664797
ENSG00000172057.8	-934.6625230052118
ENSG00000114854.6	-934.6672862312605
ENSG00000169515.5	-934.6677944376906
ENSG00000180879.12	-934.678235216102
ENSG00000147400.8	-934.7092069267668
ENSG00000159167.10	-934.7130249940944
ENSG00000230383.1	-934.7192418352571
ENSG00000116459.9	-934.7437506811766
ENSG00000163453.10	-934.7516470998405
ENSG00000163520.12	-934.7592279284731
ENSG00000235587.2	-934.7619872817402
ENSG00000234745.8	-934.7850832960478
ENSG00000169248.11	-934.805306115058
ENSG00000241351.2	-934.8084322759357
ENSG00000213087.3	-934.8086831577659
ENSG00000243964.1	-934.8103022805619
ENSG00000114850.5	-934.8276664753905
ENSG00000132698.12	-934.8518467512565
ENSG00000213676.9	-934.8690534103368
ENSG00000143839.13	-934.8752749834049
ENSG00000008018.8	-934.8875780823129
ENSG00000242534.2	-934.9127529373702
ENSG00000182307.11	-934.9128113869601
ENSG00000177606.6	-934.9213025779845
ENSG00000112308.11	-934.9233118497866
ENSG00000225698.3	-934.9495882660076
ENSG00000241755.1	-934.9754077780617
ENSG00000161055.3	-934.9773108685578
ENSG00000096080.10	-934.9849885429605
ENSG00000111726.11	-934.9977181286412
ENSG00000067560.9	-935.0121973206174
ENSG00000077942.16	-935.0308055843711
ENSG00000243264.2	-935.0346932630223
ENSG00000104522.14	-935.0634530718953
ENSG00000144746.6	-935.0656587175497
ENSG00000163902.10	-935.0843994290045
ENSG00000133142.16	-935.0887405621069
ENSG00000060138.11	-935.0938063548765
ENSG00000155660.9	-935.1135216386289
ENSG00000211973.2	-935.1246397788382
ENSG00000113407.12	-935.1288425969561
ENSG00000102144.12	-935.1509159328536
ENSG00000157227.11	-935.1512944038088
ENSG00000180817.10	-935.152025860888
ENSG00000090382.5	-935.1555460614084
ENSG00000234589.4	-935.1748392358712
ENSG00000248626.1	-935.1779183087306
ENSG00000065548.16	-935.1830569267679
ENSG00000086598.9	-935.2203101662907
ENSG00000231925.10	-935.2227414415781
ENSG00000111667.12	-935.2305208900789
ENSG00000111676.13	-935.2314898491038
ENSG00000169245.5	-935.2546811625134
ENSG00000214485.6	-935.2665098241725
ENSG00000188483.7	-935.272542957829
ENSG00000170604.4	-935.2909436149405
ENSG00000007312.11	-935.2969024822289
ENSG00000170142.10	-935.3118411873706
ENSG00000132003.8	-935.3226400923519
ENSG00000235552.4	-935.327688179989
ENSG00000211632.3	-935.3290720063583
ENSG00000273768.1	-935.3388716539753
ENSG00000196260.3	-935.3400211369723
ENSG00000143013.11	-935.3461656855468
ENSG00000170382.10	-935.3505686291778
ENSG00000111669.13	-935.3568789202176
ENSG00000225921.5	-935.3569353837031
ENSG00000205426.9	-935.3598606257067
ENSG00000140391.13	-935.3679999741307
ENSG00000173402.10	-935.3725090827945
ENSG00000011009.9	-935.3758269844247
ENSG00000166670.8	-935.3794379125682
ENSG00000112306.7	-935.3798229547536
ENSG00000244363.3	-935.3833993108001
ENSG00000100979.13	-935.3834166941303
ENSG00000082781.10	-935.3872488423758
ENSG00000160180.15	-935.3915584702543
ENSG00000180447.6	-935.3921742350838
ENSG00000211638.2	-935.3925327741788
ENSG00000211933.2	-935.4016895572809
ENSG00000170348.7	-935.4070969351662
ENSG00000243199.1	-935.4304130879821
ENSG00000135334.8	-935.4336018338097
ENSG00000171517.5	-935.4402777530375
ENSG00000178896.6	-935.4432235358543
ENSG00000100650.14	-935.4462934521089
ENSG00000180992.6	-935.4666014662307
ENSG00000111640.13	-935.4694075595798
ENSG00000168528.10	-935.4703180292497
ENSG00000124767.6	-935.4725539641529
ENSG00000271503.4	-935.4807147883487
ENSG00000129455.14	-935.4848895538572
ENSG00000123358.18	-935.4905203065582
ENSG00000155959.9	-935.5046541286545
ENSG00000105372.5	-935.5120666635868
ENSG00000013275.6	-935.513869480368
ENSG00000123562.15	-935.5170972771984
ENSG00000166289.5	-935.5176138481971
ENSG00000228232.1	-935.5301241677895
ENSG00000120438.10	-935.5309011034901
ENSG00000021355.11	-935.5341546091352
ENSG00000077348.7	-935.5425728120022
ENSG00000198668.9	-935.5484392683567
ENSG00000160410.13	-935.5562262766434
ENSG00000131203.11	-935.5633738727788
ENSG00000227615.1	-935.5654851861798
ENSG00000010292.11	-935.5661667828363
ENSG00000172086.7	-935.5704860295734
ENSG00000169976.6	-935.5722342827492
ENSG00000183291.14	-935.5799606124266
ENSG00000105204.12	-935.5845449444191
ENSG00000204262.10	-935.5867248439331
ENSG00000213281.4	-935.5873057967945
ENSG00000110330.7	-935.5986179755988
ENSG00000167644.10	-935.6040216291008
ENSG00000118363.10	-935.6085996333205
ENSG00000167183.2	-935.6180472272474
ENSG00000211652.2	-935.6189478595925
ENSG00000122034.11	-935.6217468849399
ENSG00000125740.12	-935.6236584623686
ENSG00000122176.10	-935.62397556415
ENSG00000211970.3	-935.6282897993374
ENSG00000124664.9	-935.6304992863189
ENSG00000030110.11	-935.6342069328591
ENSG00000088882.7	-935.6353966545967
ENSG00000102119.9	-935.651514742647
ENSG00000117228.9	-935.6621955391108
ENSG00000111642.13	-935.6766709423166
ENSG00000196154.10	-935.6786301332959
ENSG00000170345.8	-935.68033809004
ENSG00000087074.7	-935.684878219714
ENSG00000116489.11	-935.6886872151346
ENSG00000146007.9	-935.6955706495626
ENSG00000211673.2	-935.6988099869102
ENSG00000165704.13	-935.7075863082387
ENSG00000121966.6	-935.7117440674185
ENSG00000182512.4	-935.7121239967364
ENSG00000206908.1	-935.7356743933601
ENSG00000102317.16	-935.7371075679176
ENSG00000171223.5	-935.7391800207731
ENSG00000155792.8	-935.7415811635383
ENSG00000120742.9	-935.7453650444301
ENSG00000164054.14	-935.7459369306657
ENSG00000152558.13	-935.7467923095503
ENSG00000009307.14	-935.747415907638
ENSG00000111716.11	-935.7498068903527
ENSG00000236992.2	-935.7519739684636
ENSG00000038427.14	-935.7550028175422
ENSG00000170779.10	-935.7588939280763
ENSG00000126254.10	-935.7609820431475
ENSG00000004142.10	-935.763134520919
ENSG00000139146.12	-935.7635114894535
ENSG00000207445.1	-935.7688637633055
ENSG00000186007.8	-935.7786653430883
ENSG00000226221.1	-935.7798930211652
ENSG00000147676.12	-935.7874665354323
ENSG00000130635.14	-935.7911476062127
ENSG00000089009.14	-935.7975881544235
ENSG00000198242.12	-935.7977703624857
ENSG00000158195.9	-935.7981245236886
ENSG00000187699.9	-935.8001778696087
ENSG00000137210.12	-935.8015960910886
ENSG00000128016.5	-935.8029219225825
ENSG00000111276.9	-935.8056273966326
ENSG00000123500.8	-935.8119965397823
ENSG00000203485.11	-935.8154060225872
ENSG00000134248.12	-935.8182739119491
ENSG00000060718.17	-935.8197233028227
ENSG00000164825.3	-935.8220552911068
ENSG00000096384.18	-935.8228284346458
ENSG00000204592.8	-935.8239551391564
ENSG00000002549.11	-935.8239754456279
ENSG00000243238.1	-935.8299523969431
ENSG00000214049.6	-935.8312371578115
ENSG00000138069.15	-935.8342149328234
ENSG00000078369.16	-935.8348345236705
ENSG00000122565.17	-935.8393416811891
ENSG00000126247.9	-935.8394385006658
ENSG00000068985.4	-935.8565200405369
ENSG00000163565.17	-935.867907041649
ENSG00000152944.7	-935.8709077307172
